String ID,enu,Comment
workflow-messages.activitiReviewPooled.task.approved.description,The document was reviewed and approved., 
workflow-messages.activitiReviewPooled.task.rejected.description,The document was reviewed and rejected., 
workflow-messages.activitiParallelGroupReview.workflow.title,Review and Approve (group review), 
workflow-messages.activitiParallelGroupReview.workflow.description,Assign a review task to a group, 
workflow-messages.activitiParallelGroupReview.task.approved.description,The document was reviewed and approved., 
workflow-messages.activitiParallelGroupReview.task.rejected.description,The document was reviewed and rejected., 
workflow-messages.wf_workflowmodel.type.wf_submitAdhocTask.title,Task, 
workflow-messages.wf_workflowmodel.type.wf_submitAdhocTask.description,Allocate task to colleague, 
workflow-messages.wf_workflowmodel.property.wf_notifyMe.title,Notify Me, 
workflow-messages.wf_workflowmodel.property.wf_notifyMe.description,Notify me when task is complete, 
workflow-messages.wf_workflowmodel.type.wf_adhocTask.title,Task, 
workflow-messages.wf_workflowmodel.type.wf_adhocTask.description,Task allocated by colleague, 
workflow-messages.wf_workflowmodel.type.wf_completedAdhocTask.title,Task Completed, 
workflow-messages.wf_workflowmodel.type.wf_completedAdhocTask.description,Task Completed, 
workflow-messages.activitiAdhoc.task.wf_submitAdhocTask.title,Task, 
workflow-messages.activitiAdhoc.task.wf_submitAdhocTask.description,Allocate task to colleague, 
workflow-messages.activitiAdhoc.property.wf_notifyMe.title,Notify Me, 
workflow-messages.activitiAdhoc.property.wf_notifyMe.description,Notify me when task is complete, 
workflow-messages.activitiAdhoc.task.wf_adhocTask.title,Task, 
workflow-messages.activitiAdhoc.task.wf_adhocTask.description,Task allocated by colleague, 
workflow-messages.activitiAdhoc.task.wf_completedAdhocTask.title,Task Completed, 
workflow-messages.activitiAdhoc.task.wf_completedAdhocTask.description,Task Completed, 
workflow-messages.wf_workflowmodel.type.wf_submitReviewTask.title,Start Review, 
workflow-messages.wf_workflowmodel.type.wf_submitReviewTask.description,Submit documents for review and approval, 
workflow-messages.wf_workflowmodel.type.wf_rejectedTask.title,Rejected, 
workflow-messages.wf_workflowmodel.type.wf_rejectedTask.description,Rejected, 
workflow-messages.wf_workflowmodel.type.wf_approvedTask.title,Approved, 
workflow-messages.wf_workflowmodel.type.wf_approvedTask.description,Approved, 
workflow-messages.wf_workflowmodel.type.wf_activitiReviewTask.title,Review, 
workflow-messages.wf_workflowmodel.type.wf_activitiReviewTask.description,Review Documents to Approve or Reject them, 
workflow-messages.wf_workflowmodel.property.wf_reviewOutcome.title,Review Outcome, 
workflow-messages.wf_workflowmodel.property.wf_reviewOutcome.description,Approve or Reject the content, 
workflow-messages.activitiReview.task.wf_submitReviewTask.title,Start Review, 
workflow-messages.activitiReview.task.wf_submitReviewTask.description,Submit documents for review and approval, 
workflow-messages.activitiReview.task.wf_rejectedTask.title,Rejected, 
workflow-messages.activitiReview.task.wf_rejectedTask.description,Rejected, 
workflow-messages.activitiReview.task.wf_approvedTask.title,Approved, 
workflow-messages.activitiReview.task.wf_approvedTask.description,Approved, 
workflow-messages.activitiReview.task.wf_activitiReviewTask.title,Review, 
workflow-messages.activitiReview.task.wf_activitiReviewTask.description,Documents for review and approval, 
workflow-messages.wf_workflowmodel.type.wf_submitParallelReviewTask.title,Send Document(s) For Review, 
workflow-messages.wf_workflowmodel.type.wf_submitParallelReviewTask.description,Request document approval from one or more colleagues, 
workflow-messages.wf_workflowmodel.property.wf_requiredApprovePercent.title,Required Approval Percentage, 
workflow-messages.wf_workflowmodel.property.wf_requiredApprovePercent.description,Percentage of reviewers who must approve for approval, 
workflow-messages.wf_workflowmodel.type.wf_rejectedParallelTask.title,Rejected, 
workflow-messages.wf_workflowmodel.type.wf_rejectedParallelTask.description,Rejected, 
workflow-messages.wf_workflowmodel.type.wf_approvedParallelTask.title,Approved, 
workflow-messages.wf_workflowmodel.type.wf_approvedParallelTask.description,Approved, 
workflow-messages.wf_workflowmodel.property.wf_reviewerCount.title,Number of Reviewers, 
workflow-messages.wf_workflowmodel.property.wf_reviewerCount.description,Number of reviewers, 
workflow-messages.wf_workflowmodel.property.wf_requiredPercent.title,Required Approval Percentage, 
workflow-messages.wf_workflowmodel.property.wf_requiredPercent.description,Required Approval Percentage, 
workflow-messages.wf_workflowmodel.property.wf_approveCount.title,Reviewers Who Approved, 
workflow-messages.wf_workflowmodel.property.wf_approveCount.description,Reviewers who approved, 
workflow-messages.wf_workflowmodel.property.wf_actualPercent.title,Actual Approval Percentage, 
workflow-messages.wf_workflowmodel.property.wf_actualPercent.description,Actual approval percentage, 
workflow-messages.wf_workflowmodel.property.wf_reviewOutcome.title.NR1,Review Outcome, 
workflow-messages.wf_workflowmodel.property.wf_reviewOutcome.description.NR1,Review Outcome, 
workflow-messages.activitiParallelReview.task.wf_submitParallelReviewTask.title,Send Document(s) For Review, 
workflow-messages.activitiParallelReview.task.wf_submitParallelReviewTask.description,Request document approval from one or more colleagues, 
workflow-messages.activitiParallelReview.property.wf_requiredApprovePercent.title,Required Approval Percentage, 
workflow-messages.activitiParallelReview.property.wf_requiredApprovePercent.description,Percentage of reviewers who must approve for approval, 
workflow-messages.activitiParallelReview.task.wf_activitiReviewTask.title,Review, 
workflow-messages.activitiParallelReview.task.wf_activitiReviewTask.description,Documents for review and approval, 
workflow-messages.activitiParallelReview.task.wf_rejectedParallelTask.title,Document Rejected, 
workflow-messages.activitiParallelReview.task.wf_approvedParallelTask.title,Document Approved, 
workflow-messages.activitiParallelReview.property.wf_reviewerCount.title,Number of Reviewers, 
workflow-messages.activitiParallelReview.property.wf_reviewerCount.description,Number of reviewers, 
workflow-messages.activitiParallelReview.property.wf_requiredPercent.title,Required Approval Percentage, 
workflow-messages.activitiParallelReview.property.wf_requiredPercent.description,Required Approval Percentage, 
workflow-messages.activitiParallelReview.property.wf_approveCount.title,Reviewers Who Approved, 
workflow-messages.activitiParallelReview.property.wf_approveCount.description,Reviewers who approved, 
workflow-messages.activitiParallelReview.property.wf_actualPercent.title,Actual Approval Percentage, 
workflow-messages.activitiParallelReview.property.wf_actualPercent.description,Actual approval percentage, 
workflow-messages.activitiParallelReview.property.wf_reviewOutcome.title,Review Outcome, 
workflow-messages.activitiParallelReview.property.wf_reviewOutcome.description,Review Outcome, 
workflow-messages.activitiParallelGroupReview.task.wf_activitiReviewTask.title,Review, 
workflow-messages.activitiParallelGroupReview.task.wf_activitiReviewTask.description,Documents for review and approval, 
workflow-messages.wf_workflowmodel.type.wf_submitGroupReviewTask.title,Start Group Review, 
workflow-messages.wf_workflowmodel.type.wf_submitGroupReviewTask.description,Submit documents for review and approval to a group of people, 
workflow-messages.activitiReviewPooled.task.wf_activitiReviewTask.title,Review, 
